########################
Run # 0
########################
p0: 287    Mating Event #: 0
p0: 331    Mating Event #: 125000
########################
Run # 1
########################
p0: 127    Mating Event #: 0
p0: 234    Mating Event #: 125000
########################
Run # 2
########################
p0: 375    Mating Event #: 0
p0: 28    Mating Event #: 125000
########################
Run # 3
########################
p0: 294    Mating Event #: 0
p0: 255    Mating Event #: 125000
########################
Run # 4
########################
p0: 372    Mating Event #: 0
p0: 352    Mating Event #: 125000
########################
Run # 5
########################
p0: 243    Mating Event #: 0
p0: 355    Mating Event #: 125000
########################
Run # 6
########################
p0: 66    Mating Event #: 0
p0: 369    Mating Event #: 125000
########################
Run # 7
########################
p0: 188    Mating Event #: 0
p0: 171    Mating Event #: 125000
########################
Run # 8
########################
p0: 354    Mating Event #: 0
p0: 361    Mating Event #: 125000
########################
Run # 9
########################
p0: 165    Mating Event #: 0
p0: 169    Mating Event #: 125000
########################
Run # 10
########################
p0: 356    Mating Event #: 0
p0: 350    Mating Event #: 125000
########################
Run # 11
########################
p0: 328    Mating Event #: 0
p0: 23    Mating Event #: 125000
########################
Run # 12
########################
p0: 209    Mating Event #: 0
p0: 211    Mating Event #: 125000
########################
Run # 13
########################
p0: 282    Mating Event #: 0
p0: 358    Mating Event #: 125000
########################
Run # 14
########################
p0: 273    Mating Event #: 0
p0: 316    Mating Event #: 125000
########################
Run # 15
########################
p0: 177    Mating Event #: 0
p0: 262    Mating Event #: 125000
########################
Run # 16
########################
p0: 339    Mating Event #: 0
p0: 334    Mating Event #: 125000
########################
Run # 17
########################
p0: 39    Mating Event #: 0
p0: 46    Mating Event #: 125000
########################
Run # 18
########################
p0: 97    Mating Event #: 0
p0: 43    Mating Event #: 125000
########################
Run # 19
########################
p0: 159    Mating Event #: 0
p0: 167    Mating Event #: 125000
########################
Run # 20
########################
p0: 367    Mating Event #: 0
p0: 289    Mating Event #: 125000
########################
Run # 21
########################
p0: 65    Mating Event #: 0
p0: 45    Mating Event #: 125000
########################
Run # 22
########################
p0: 260    Mating Event #: 0
p0: 259    Mating Event #: 125000
########################
Run # 23
########################
p0: 221    Mating Event #: 0
p0: 212    Mating Event #: 125000
########################
Run # 24
########################
p0: 232    Mating Event #: 0
p0: 231    Mating Event #: 125000
########################
Run # 25
########################
p0: 309    Mating Event #: 0
p0: 295    Mating Event #: 125000
########################
Run # 26
########################
p0: 348    Mating Event #: 0
p0: 356    Mating Event #: 125000
########################
Run # 27
########################
p0: 289    Mating Event #: 0
p0: 309    Mating Event #: 125000
########################
Run # 28
########################
p0: 362    Mating Event #: 0
p0: 175    Mating Event #: 125000
########################
Run # 29
########################
p0: 331    Mating Event #: 0
p0: 326    Mating Event #: 125000
